Title,Location,Bedrooms,Bathrooms,House Size,Description,Price
4 Bedroom House,Kyuna,4,3,0.5 acres,"Very nice house in Mugumo Crescent,  the house is well modernized, beautiful bedrooms, two",KSh 300 000
2 Bedroom House,Rosslyn,2,1,75 acres,"Roslyn Lone Tree.
2 brm guest wing furnished and serviced.
Common swimming pool. Huge",KSh 150 000
5 Bedroom House,Gigiri,5,4,0.5 m²,"A spacious and well lit five bedroom double storey, two en suites with servants",KSh 300 000
1 Bedroom House,Ngong,1,1,256 m²,Spacious 3 bedroomed bungalow for let in ngong town at only 23 k in a cul de sac serene,KSh 23 000
4 Bedroom House,Runda,4,4,0.5 acres,"This is a four  bedroom house in Runda, the house has spacious and beautiful rooms, master",KSh 350 000
1 Bedroom House,Runda,1,1,978 m²,"Runda 
1bedroom fully furnished guest house to let located in the leafy suburb of Runda",KSh 200 000
5 Bedroom House,Nyari,5,3,500 m²,"5 bedroom double storey house set on half acre of mature garden

This spacious 5 bedroom",KSh 350 000
5 Bedroom House,Runda,5,6,0.5 acres,"An executive,spacious and well lit five bedroom double storey in the heart of runda, all",KSh 400 000
4 Bedroom House,Lavington,4,5,0.5 acres,Spacious 4 Bedroom House all Ensuite with DSQ for Rent in Lavington. Amenities / Features,KSh 400 000
5 Bedroom House,Karen,5,4,0.5 m²,"Karen
5bedroom plus Dsq house to let in the heart of Karen
4bedrooms en suite
Spacious",KSh 300 000
4 Bedroom House,Kiambu Road,4,3,0.5 acres,"4 BEDROOM VILLA TO LET

This 4-bedroom master en-suite villa with a self-contained DSQ in",KSh 158 000
3 Bedroom House,Langata,3,2,0.5 acres,"#BRIGHT_PROPERTIES FT PEACEFUL AND HAPPY HOMES

                  Luction. LANGATA

3",KSh 100 000
4 Bedroom House,Nyali,4,3,1 100 m²,CALL +254 716 304 996 for viewing and more info,KSh 55 000
4 Bedroom House,Runda,4,4,2 025 m²,"Runda in a gated community, 4 bedroom, family room,dsq, rented separate from the geust",KSh 200 000
4 Bedroom House,Runda,4,4,0.5 acres,"A charming 4bdrm full furnished family house,two ensuite. The house has a guest",KSh 4 000
5 Bedroom House,Runda,5,5,0.5 m²,"5 Bedrooms Plus Dsq House To Let In Runda ?? 
??Runda
??Kes 320k per month 

??",KSh 320 000
4 Bedroom House,Spring Valley,4,4,989 m²,This Contemporary home in Spring Valley  is located in a quiet community. Located in one of,KSh 370 000
4 Bedroom House,Nyali,4,3,0.75 m²,Call +254 716 304 996,KSh 140 000
4 Bedroom House,Muthaiga,4,5,1.2 acres,"It's a beautiful 4bdrm unfurnished bungalow, two ensuite with a 4bdrm servant quarters. It",KSh 450 000
5 Bedroom House,Lavington,5,6,1 acres,"It's a beautiful 5bdrm unfurnished bungalow, two ensuite with a 2bdrm servant quarters. It",KSh 500 000
4 Bedroom House,Gigiri,4,3,5 acres,"Very beautiful house in Gigiri ,well  maintained and modernized house.the house has master",KSh 300 000
3 Bedroom House,Ongata Rongai,3,2,0.5 acres,A very spacious 3 bedroom Master ensuite bungalow  in ongata rongai-Nairobi. It has very,KSh 11 000 000
3 Bedroom House,Loresho,3,2,0.5 acres,"This is a nice bungalow house in Loresho estate,  the house is well modernized with",KSh 250 000
4 Bedroom House,Thigiri,4,4,0.5 acres,4 bedrooms house to let in Thigiri All ensuite bedrooms Private swimming pool Mature garden,KSh 450 000
4 Bedroom House,Loresho,4,3,1 acres,"4 bedroom bungalow to let in Loresho
4 bedroom bungalow on 0.5 acre in Loresho
Features",KSh 300 000
5 Bedroom House,Karen,5,5,2 025 m²,"- Karen 
Set against the majestic backdrop of The Ololua Forest in Karen, awaits Naserian",KSh 400 000
3 Bedroom House,Runda,3,3,0.25 acres,"A brand new 3bdrm unfurnished guest wing. The unit has a guest toilet,separate dining",KSh 2 000
1 Bedroom House,Runda,1,1,0.5 acres,"1 Bedroom furnished Guest House with WiFi,  garden,  parking including water and electricity",KSh 90 000
5 Bedroom House,Runda,5,5,5 000 m²,"5 bedroom house on ½ acre of mature garden in Runda with a swiiming pool
Sitting room with",KSh 350 000
4 Bedroom House,Karen,4,4,4 045 m²,"?? Karen

Magnificent 4 bedroom Ambassadorial home sitted on 1 Acre available to let in",KSh 600 000
4 Bedroom House,Karen,4,4,145 145 140 m²,"3 bedroom town house for rent in Karen
In a gated community.


AMENITIES

*Master",KSh 170 000
4 Bedroom House,Lavington,4,4,0.5 acres,"Four bedrooms with modern interiors and bright, spacious rooms with excellent security and",KSh 350 000
4 Bedroom House,Riverside,4,4,0.5 acres,"To.   Let

standalone  bungalow 
commercial  office user
 
a well maintained 4 bed",KSh 500 000
5 Bedroom House,Kiambu Road,5,3,2 025 m²,"Kiambu Road Spacious 5 Bedroom Villa within a Gated Estate Renting at Kshs. 250,000.",KSh 250 000
5 Bedroom House,Muthaiga,5,6,978 m²,"Very nice house in muthaiga, the house has spacious bedrooms with all en-suite, beautiful",KSh 550 000
4 Bedroom House,Syokimau,4,3,0.5 acres,"#BRIGHT-PROPERTIES

A own compound masionnete to let ?? Syokimau

Monthly rent ksh",KSh 60 000
3 Bedroom House,Sigona,3,2,0.5 acres,Sigona 3 bedrooms  to let now available  gated community  call us today,KSh 60 000
6 Bedroom House,Runda,6,7,0.25 acres,"A beautiful and charming 6bdrm unfurnished ambassadorial house,all ensuite with a 2bdrm",KSh 10 000
5 Bedroom House,Spring Valley,5,5,0.25 acres,Discover this elegant 5-bedroom townhouse located in the prestigious Spring Valley,KSh 250 000
5 Bedroom House,Rosslyn,5,6,1 m²,An amazing house located in the heart of Rosslyn in a gated community. In close proximity,KSh 460 000
4 Bedroom House,Rosslyn,4,4,0.75 acres,"Spacious four bedrooms in a serene location with modern interiors, garden, DSQ and",KSh 440 000
4 Bedroom House,Runda,4,4,0.5 acres,"It's a beautiful 4bdrm unfurnished ambassadarial house, all ensuite with a 2bdrm guest",KSh 400 000
5 Bedroom House,Syokimau,5,5,0.5 m²,An executive all ensuite five bedroom residence with a detached dsq is available for rent,KSh 150 000
5 Bedroom House,Lavington,5,5,1 acres,"?? Lavington

5-Bedroom Townhouse to Let
 • Rent Price: KSh 400,000 per",KSh 400 000
4 Bedroom House,Lavington,4,4,0.25 acres,"?? 4-Bedroom Townhouse for rent
 ??Lavington Near Lavington Mall 
??Kes 250,000 per",KSh 250 000
4 Bedroom House,Runda,4,5,0.6 acres,"Well maintained 4bdrm unfurnished family house,all ensuite with a 2bdrm servant",KSh 350 000
5 Bedroom House,Loresho,5,5,0.5 acres,"LORESHO TO LET 

5 Bedroom standalone house in Loresho with 2 car lockable Garage , 2",KSh 350 000
4 Bedroom House,Runda,4,3,0.5 acres,A four bedroom en-suite located in a serene environment in Runda Living room with a fire,KSh 350 000
5 Bedroom House,Runda,5,5,1 acres,"To let.
Ambassadorial house ,
5 bedrooms plus Servant quarters for 2. On 1 Acre.
Boasts",KSh 500 000
1 Bedroom House,Sigona,1,1,0.6 acres,"To let ,One bedroom guest wing located Kikuyu #zambezi ,modern finishing ,touching main",KSh 20 000
5 Bedroom House,Karen,5,6,0.7 acres,"Karen, Nairobi 

A Gorgeous 5bedroom Own Compound Maisonette Available To Let

Rent:",KSh 400 000
6 Bedroom House,Kitisuru,6,6,2 000 m²,6 Bedroom House to Rent in Kitisuru Features. . Modern spacious kitchen with a pantry. .,KSh 500 000
5 Bedroom House,Lavington,5,5,0.5 ha,"5 bedroom plus dsq standalone to let in Lavington

Spacious leaving room 
???Dinning",KSh 250 000
3 Bedroom House,Karen,3,3,0.5 acres,"3 Bedroom House To Let in Karen ??
?? Karen 
?? Kes 100K Per Month
??",KSh 100 000
4 Bedroom House,Kitisuru,4,4.5,2 025 m²,4bedrooms all ensuite townhouse in a compound of 2 houses each with a private,KSh 560 000
House,Syokimau,4,5,1.5 acres,"4 Bedroom All En-suite For Rent In Syokimau, Parliament Road
      Rent at",KSh 45 000
6 Bedroom House,Kitisuru,6,6,0.5 acres,Selling this magnificent 6 Bedroom Mansion located at Kitisuru in a Serene and Secure,KSh 110 000 000
3 Bedroom House,Kikuyu,3,3,0.5 acres,Kikuyu undiri 3 bedrooms plus garage available at 60k master ensuite,KSh 60 000
4 Bedroom House,Loresho,4,2,0.5 acres,A recently renovated four-bedroom bungalow is available for rent in Loresho Crescent. The,KSh 300 000
2 Bedroom House,Kerarapon,2,3,0.5 acres,"2bedroom house available to let in Karen.

Rent : 150k

Amenities:
•All",KSh 150 000
5 Bedroom House,Runda,5,5,978 m²,"A tasteful fully furnished 5 bedroom family house, all ensuite with a 2bdrm servant",KSh 600 000
5 Bedroom House,Muthaiga,5,4,5 acres,"Situated in tranquil Muthaiga, this 5 bedroom home includes a fireplace-equipped living",KSh 220 000
6 Bedroom House,Runda,6,7,1 acres,"A stunning 6bdrm unfurnished ambassadorial house,all ensuite with a 2bdrm servant",KSh 500 000
3 Bedroom House,Langata,3,2.5,0.5 acres,"Newly renovated 3 bedroom maisonette plus sq to let langata

- living room cum dining
-",KSh 90 000
6 Bedroom House,Runda,6,7,2 025 m²,"A stunning 6bdrm unfurnished ambassadorial house,all ensuite with a 2bdrm servant",KSh 550 000
House,Lower Kabete,4,3,0.5 acres,"Nestled in the sought-after Lakeview neighborhood, this delightful single-story home offers",KSh 350 000
4 Bedroom House,Runda,4,4,0.25 m²,"Next |Previous
1/27


Photos
KSh 320 000 Per Month
4 Bedroom House to Rent in Runda",KSh 320 000
6 Bedroom House,Nyari,6,5,0.2 acres,"Ambassadorial Mansion in Nyari Central.  10,500 square feet of utmost luxury.
The mansion",KSh 5 000
5 Bedroom House,Nyari,5,5,0.5 ha,"A stunning 5bdrm unfurnished family house,all ensuite with a 2bdrm servant quarters. The",KSh 600 000
5 Bedroom House,Gigiri,5,5,4 045 m²,"5 Bedroom house with dsq to let
. Located in Gigiri Nairobi
. Compliant for Diplomats and",KSh 650 000
3 Bedroom House,Uthiru,3,2,52 acres,a three bedrooms house with garden for rent in Uthiru. both residential and commercial,KSh 50 000
4 Bedroom House,Loresho,4,3,0.2 m²,Embrace charm and character with this unique 4 bedroom double storey house for rent in,KSh 250 000
House,Runda,4,4,52 acres,Studio in Runda 55k. Furnished and utilities paid,KSh 55 000
4 Bedroom House,Rosslyn,4,4,0.5 acres,"This is the perfect example of a home
designed for family living! Surrounded by",KSh 3 800
5 Bedroom House,Runda,5,5,0.5 acres,"This is a beautiful and ambassadorial  in Runda, the house has been modernized, very",KSh 380 000
6 Bedroom House,Kyuna,6,6,0.5 m²,"It,s a precious and lustrous Double storey house 6bedroom all ensuite with a staff quarters",KSh 650 000
6 Bedroom House,Runda,6,6,1 acres,6 bedroom house to let in Runda All ensuite bedrooms Dsq Family room Sunken lounge with a,KSh 400 000
5 Bedroom House,Lavington,5,6,57 acres,"5-Bedroom House to Let in Lavington

Features:
All bedrooms ensuite
Separate TV room",KSh 380 000
4 Bedroom House,Lavington,4,3,0.5 acres,"??Lavington
4 bedroom plus dsq massionate to let in lavington
Ksh 90,000
Gated community",KSh 90 000
4 Bedroom House,Lavington,4,4,0.3 acres,An impressive Secure 4 bedrooms Standalone house that offers lovely dinning area separate,KSh 350 000
4 Bedroom House,Runda,4,4,1 acres,"Old Runda a well kept 4 bedroom house to let.Sunken lounge with fire place,dining room",KSh 300 000
5 Bedroom House,Muthaiga,5,6,1 acres,A contemporary Five (5) bedroom all ensuite villa neighbouring the breathtaking Karura,KSh 600 000
4 Bedroom House,Westlands,4,4,0.5 acres,"- 4 bedroom maisonette
- Located in a gated compound of 5 houses
- Master ensuite
-",KSh 150 000
4 Bedroom House,Malindi,4,4,1 acres,"4 Bedroom Bungalow in Malindi:
.4 bedrooms all ensuite 
.separate 2 bedrooms guest wing",KSh 200 000
3 Bedroom House,Athi River,3,4,30 m²,"3bd & 2bd Bedroom For Rent In Sabaki, Off Mombasa Road
        Call or Whatsapp",KSh 35 000
5 Bedroom House,Peponi,5,5,0.5 acres,Available to let is this 5 bedroom townhouse in Kitisuru. Its located in a secure location,KSh 300 000
5 Bedroom House,Kitisuru,5,5,0.25 acres,"?? Kitisuru

A stunning Ambassadorial 5 Bedroom  villa available To Let

Guide Rent",KSh 400 000
6 Bedroom House,Nyari,6,6,0.5 acres,"Ambassadorial Mansion in Nyari Central. 10,500 square feet of utmost luxury. The mansion",KSh 650 000
5 Bedroom House,Lavington,5,6,2 025 m²,"Lavington, outstanding 5 bedroom mansion 

- located near lavington Green mall 
- in an",KSh 450 000
3 Bedroom House,Kikuyu,3,2,1 acres,Kikuyu nderi  3 bedrooms  shared compound  with spacious Compound,KSh 50 000
1 Bedroom House,Spring Valley,1,1,0.25 acres,A tasteful 1bdrm full furnished guest wing. The unit has a big sitting cum dining,KSh 1 500
4 Bedroom House,New Muthaiga,4,4,0.5 acres,This is a Stunning 4 Bedrooms all ensuite uniquely designed house sitting on half acre,KSh 390 000
4 Bedroom House,Westlands,4,4,0.25 acres,"Luxurious & contemporary 4 Bedroom Townhouse located in Westlands.

PRICE: Ksh.",KSh 450 000
5 Bedroom House,Nyari,5,5,0.5 acres,"Charming 5 bedrooms house for rent in a very secured place in Nyari, spacious kitchen with",KSh 350 000
5 Bedroom House,Nyari,5,6,0.8 acres,"Charming 5 bedrooms house for rent, spacious kitchen with a pantry area, living room with a",KSh 450 000
3 Bedroom House,Karen,3,2,0.5 m²,Charming 3 bedroom bungalow. On a shared compound with other houses. House is in Bogani Rd.,KSh 180 000
5 Bedroom House,Spring Valley,5,6,3 035 m²,"Spring Valley

 

5 Bedroom Villa plus Dsq To Let

 

Guide Rent Kshs.400,000/-",KSh 400 000
4 Bedroom House,Muthaiga,4,3,1 acres,"Located within a gated community within the diplomatic zone of Old Muthaiga ,a recently",KSh 375 000
5 Bedroom House,Kitisuru,5,4,5 acres,"A beautiful and charming 5bdrm unfurnished family house, two ensuite with a domestic staff",KSh 550 000
3 Bedroom House,Langata,3,2,0.75 acres,"Newly renovated 3bedroom standalone plus sq available to let in langata 
@ 80k pm
For",KSh 80 000
4 Bedroom House,New Muthaiga,4,4,0.5 acres,This is a Stunning 4 Bedrooms all ensuite uniquely designed house sitting on half acre,KSh 380 000
4 Bedroom House,Runda,4,4,0.5 m²,"4 bedroom all ensuite,  family room, basement storage ( 2000 sqft) , half acre garden, dsq",KSh 280 000
5 Bedroom House,Runda,5,5,0.6 acres,"Ground Floor 
Entrance hallway.
Reception room/ living room with a fireplace with access",KSh 4 000
5 Bedroom House,Gigiri,5,5,0.5 acres,"5 Bedroom house with dsq to let
. Located in Gigiri Nairobi
. Compliant for Diplomats and",KSh 450 000
4 Bedroom House,Runda,4,4,0.5 acres,"Item: stand alone house
no.Of bedrooms: 4
no.Of bathrooms: 4
availability:",KSh 380 000
5 Bedroom House,Gigiri,5,3,0.5 acres,"A beautiful and charming 5bdrm unfurnished family house, master ensuite with a 2bdrm",KSh 280 000
4 Bedroom House,Kileleshwa,4,4,57 acres,"4 bedroom+ sq to let in kileleshwa 
180,000ksh",KSh 180 000
4 Bedroom House,Nyari,4,5,0.5 acres,"Perfectly located close to ISK ,The Village market shopping mall and the UN is this",KSh 380 000
4 Bedroom House,Loresho,4,3,0.5 acres,"Loresho
4 Bedroom House For Rent in the upscale neighborhood of Loresho, Nairobi
Price|",KSh 300 000
4 Bedroom House,Kitisuru,4,5,2 acres,"4 bedroom house  to let, sitting on 2 acre land, has  a 1 room sq,spacious sitting room",KSh 380 000
4 Bedroom House,Gigiri,4,5,0.5 acres,"4 Bedroom House plus dsq - Old World Charm
Sunken living room with fire place
Large",KSh 550 000
4 Bedroom House,Karen,4,4,240 m²,"Affordable and spacious 4 bedroom townhouse available for rent in Karen.

Rent per Month:",KSh 230 000
4 Bedroom House,Westlands,4,3,0.5 acres,"4 Bedroom Maisonette,
Located in Westlands, Sports Road (Off Raphta Road)

Serene gated",KSh 140 000
4 Bedroom House,Gigiri,4,3,0.5 acres,"Well maintained 4bdrm unfurnished family house, master ensuite with a 2bdrm servant",KSh 300 000
5 Bedroom House,Gigiri,5,4,0.5 acres,"This is a nice house in Gigiri, the house has spacious bedrooms with all en-suite,",KSh 420 000
5 Bedroom House,Muthaiga,5,5,0.5 acres,"Step into your dream life with this
stunning 5 bedroom home in the serene enclave of",KSh 550 000
4 Bedroom House,Runda,4,4,1 acres,"4 bedroom house available to let in Runda.

rent 450k

Amenities
?4 bedroom all",KSh 450 000
3 Bedroom House,Karen,3,3,1 acres,Well renovated 3 bedroom cottage in a shared compound. very spacious and good for a young,KSh 200 000
6 Bedroom House,Lower Kabete,6,7,0.5 acres,"A stunning 6bdrm unfurnished ambassadorial house, all ensuite with a domestic staff",KSh 600 000
4 Bedroom House,Karen,4,4,0.5 acres,"4 bedroom house available to let In Karen

 

Rent: 200k

 

Amenities:",KSh 200 000
5 Bedroom House,Runda,5,5,0.5 acres,"A stunning 5bdrm unfurnished family house, three ensuite with a 2bdrm servant quarters. The",KSh 300 000
4 Bedroom House,Ridgeways,4,4,,"LUXURY & TRANQUILITY
Ridgeways: 4 Bedroom Villa With Direct Access To A Natural Dam
A 2",KSh 520 000
4 Bedroom House,Karen,4,4,1 acres,"Affordable 4 bedroom available to let in Karen

 

Rent: 220k",KSh 220 000
4 Bedroom House,Langata,4,2,0.5 acres,"#Bright_Properties..


      4 Bedrooms Maisonette plus dsq to let in Langata",KSh 90 000
5 Bedroom House,Runda,5,6,0.5 acres,"Its a stunning 5bdrm unfurnished family house, all ensuite with a 2bdrm servant quarters.",KSh 400 000
4 Bedroom House,Runda,4,5,,"A beautiful and charming 4bdrm unfurnished family house, all ensuite with a 2bdrm servant",KSh 350 000
4 Bedroom House,Thigiri,4,4,0.25 acres,"Its newly refurbished 4bdrm unfurnished bungalow, all ensuite with a 2bdrm servant",KSh 350 000
5 Bedroom House,Runda,5,5,,"This stunning 5 bedrooms house is set on half an acre of mature garden,it is well",KSh 450 000
5 Bedroom House,Loresho,5,5,,"Its  a stunning 5bdrm unfurnished family house, master ensuite with a domestic staff",KSh 350 000
4 Bedroom House,Thigiri,4,3,,"Exclusive four bedroom house
A beautiful house in a serene and lush neighborhood that",KSh 300 000
4 Bedroom House,Lakeview,4,3,0.25 acres,"Its a nice 4bdrm unfurnished bungalow, master ensuite with a 2bdrm servant quarters. The",KSh 350 000
